"","BC Hydro Names","Project Type","Region","In 2021?","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Linear Area (ha)","ATG (ha)","ATG/Linear Ratio","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"264","PC24","Onshore Wind","Central Interior",NA,"55.481708900000001","-123.9167898","117","NA","28.799999999999997","308.42207999999999","106.96629348122117","NA","1.9242641601600001","60.264675781249998",62.18893994141,130,2487.5575976564,"186.77699999999999","7.5084492586611054E-2","R","NA","NA","NA",22205.2586793844,0.625259272055019,13308.4228793122,0.374740727944981,35513.6815586966,0.131863350614918,0.0790305241476699,0.210893874762588,NA
"265","PC19","Onshore Wind","Peace River","y","54.924725109999997","-121.4223738","117","NA","27.599999999999998","536.13828000000001","54.493656577696221","NA","3.4455847168","33.058789062499997",36.5043737793,230,1460.174951172,"14.63","1.0019347331124483E-2","R","NA","NA","NA",16733.9556763321,0.466802827686542,19114.0612674919,0.533197172313458,35848.016943824,0.0993726529550096,0.113506633675487,0.212879286630497,NA
"266","Solar72536","Solar","Kelly Nicola",NA,"49.841985280000003","-120.4810105","33.097846150000002","NA","NA","60.037937679999999","140.31097510000001","NA","0.3","39",39.3,69,1572,"134.46","8.553435114503817E-2","NA","NA","134.46","53.783999999999999",25285.7995827794,0.698009253479991,10939.7940704776,0.30199074652001,36225.593653257,0.150156785115868,0.0649646969665648,0.215121482082433,NA
"267","PC23","Onshore Wind","Central Interior",NA,"55.498280790000003","-124.4117115","54","NA","13.2","157.93403999999998","134.85350200349799","NA","9.0012187499999996","92.210257812500004",101.2114765625,130,4048.4590625,"83.526009999999999","2.0631556034167012E-2","R","NA","NA","NA",24278.2262380393,0.661885784615338,12402.1600194611,0.338114215384662,36680.3862575004,0.144173427788396,0.073648787372463,0.217822215160859,NA
"268","PC05","Onshore Wind","Peace River",NA,"57.039813369999997","-123.0997048","96","NA","22.8","381.56370000000004","98.028597491633946","NA","17.419585937499999","159.68956249999999",177.1091484375,230,7084.3659375,"173.41040000000001","2.4477899861451081E-2","R","NA","NA","NA",26934.3321427302,0.722598090581699,10339.9597406704,0.277401909418301,37274.2918834006,0.159946404326867,0.0614026504403667,0.221349054767234,NA
"269","Solar70993","Solar","Kelly Nicola","y","50.069231299999998","-120.3214856","177.45230769200001","NA","NA","316.16702664000769","93.790560276161614","NA","1.6","14.5",16.1,230,644,"2385.4500000000003","3.7041149068322978","NA","NA","2385.4500000000003","954.18000000000018",28372.1026442051,0.759534364808365,8982.49769881368,0.240465635191635,37354.6003430188,0.168484437523291,0.0533415197074931,0.221825957230785,NA
"270","Kenyon - Stave","Pumped Storage","Lower Mainland","y","49.402025060500002","-122.2587474","1000","NA","495","NA","NA","169.30148060606061","1.4","39.6",41,500,1640,"42.72","2.6048780487804873E-2","NA","NA","NA","NA",12414.5296746762,0.329098411348795,25308.3193168938,0.670901588651204,37722.84899157,0.0737222431338286,0.150290515942343,0.224012759076172,NA
"271","Solar36063","Solar","Central Interior",NA,"53.945526719999997","-123.0634147","343.53969230799999","NA","NA","542.83013040303354","102.5152621749335","NA","0.6","34.5",35.1,230,1404,"443.07","0.31557692307692309","NA","NA","443.07","177.22800000000001",22270.8690807074,0.58764661494882,15627.535358578,0.41235338505118,37898.4044392854,0.132252970365742,0.0928023043545256,0.225055274720268,NA
"272","Solar70986","Solar","Kelly Nicola",NA,"50.031690019999999","-120.5676775","81.747692307700007","NA","NA","146.55825003643776","101.60956461488067","NA","3.7","22.1",25.8,130,1032,"1180.98","1.1443604651162791","NA","NA","1180.98","472.39200000000005",25976.49974069,0.681409428732228,12145.2206895947,0.318590571267772,38121.7204302847,0.154258427812646,0.072122982992963,0.226381410805609,NA
"273","Solar21118","Solar","Peace River",NA,"56.122585809999997","-122.0981316","238.6633846","NA","NA","378.2866459","123.32111380000001","NA","1.7","35.700000000000003",37.4,230,1496,"969.57","0.64810828877005344","NA","NA","969.57","387.82799999999997",22480.7890758794,0.588023142242109,15750.3407231299,0.41197685775789,38231.1297990093,0.133499555885151,0.0935315697540922,0.227031125639243,NA
