"","BC Hydro Names","Project Type","Region","Latitude","Longitude","Installed Capacity (MW)","Dependable Generating Capacity (MW)","Effective Load-Carrying Capacity (MW)","Annual Firm Energy (GWh/yr)","UEC ($/MWh)","UCC ($/kW-yr)","R1 Length (km)","T1 Length (km)","Linear Features (km)","Line Voltage","Plateau or Ridgeline - WIND","Number of Turbines - WIND","Footprint of Plant (ha) - SOLAR","Footprint of Panels (ha) - SOLAR","ATG (ha)","Raw Terrestrial Score","Terrestrial % of Summed Score","Raw Freshwater Score","Freshwater % of Summed Score","Summed Raw Scores","Terrestrial Proportion of Scaled Score","Freshwater Proportion of Scaled Score","Scaled Summed Score","Notes"
"29","VI11","Onshore Wind","Vancouver Island",48.52438427,-124.0442447,48,"NA","12","127.8522","102.72014729515422","NA",0.682842773438,34.06690625,34.749749023438,69,"R","NA","NA","NA",6.36,349,0.392575928008999,540,0.607424071991001,889,0.0146332577448483,0.022641716854493,0.0372749745993413,NA
"30","Solar35279","Solar","Central Interior",54.11055135,-122.6754819,139.569230769,"NA","NA","218.33480922059522","103.50424852725466","NA",0.8,5.3,6.1,130,"NA","NA","490.86","196.34400000000002",490.86,435,0.488215488215488,456,0.511784511784512,891,0.0182398158534882,0.0191203586877945,0.0373601745412827,NA
"31","Solar70167","Solar","Kelly Nicola",50.22411457,-120.3039462,54.6313846154,"NA","NA","96.373479993960956","104.50362561373343","NA",0.3,7.9,8.2,130,"NA","NA","1395.63","558.25200000000007",1395.63,588,0.636363636363636,336,0.363636363636364,924,0.024669255916655,0.01409671766666,0.038765973583315,NA
"32","MSW 1","Municipal Solid Waste","Vancouver Island",49.681317,-126.127496,12.2,"13","NA","107","178.98","NA",0,13.9882,13.9882,25,"NA","NA","NA","NA",4,289,0.303571428571429,663,0.696428571428571,952,0.0121303417338999,0.027828431036594,0.0399587727704939,NA
"33","PC27","Onshore Wind","Peace River",55.08879708,-120.8807972,108,"NA","26.4","349.97952000000004","74.776098252114934","NA",0.6,18.7,19.3,230,"R","NA","NA","NA",14,763,0.685534591194969,350,0.314465408805031,1113,0.0320949252990454,0.0147224427977273,0.0468173680967727,NA
"34","PC18","Onshore Wind","Peace River",55.36411684,-121.4835836,138,"NA","33.6","562.91759999999999","52.49959951056757","NA",7.15979882813,18.976451171875,26.136250000005,230,"R","NA","NA","NA",17.81,698,0.613896218117854,439,0.386103781882146,1137,0.0293686522825401,0.0184711151175288,0.0478397674000689,NA
"35","Solar79910","Solar","East Kootenay",49.54659142,-115.6802832,82.1464615385,"NA","NA","145.58409507610833","103.70798631766935","NA",1.8,9.4,11.2,230,"NA","NA","845.64","338.25600000000003",845.64,834,0.718965517241379,326,0.281034482758621,1160,0.035099585047256,0.0137199816851384,0.0488195667323944,NA
"36","Solar69283","Solar","Kelly Nicola",50.25912226,-120.4079589,120.827076923,"NA","NA","214.05467944246581","94.085193713019265","NA",1.4,9.4,10.8,130,"NA","NA","212.22","84.888000000000005",212.22,752,0.638370118845501,426,0.361629881154499,1178,0.0316544544905091,0.0179319117193575,0.0495863662098666,NA
"37","Solar67498","Solar","Kelly Nicola",50.42387155,-120.6602656,81.149534615,"NA","NA","146.89395982694825","96.656117097630755","NA",0.7,11.2,11.9,130,"NA","NA","1314.63","525.85200000000009",1314.63,643,0.532284768211921,565,0.467715231788079,1208,0.0270743269147091,0.0237900384242778,0.0508643653389869,NA
"38","PC38","Onshore Wind","Peace River",55.86682196,-121.7623816,129,"NA","31.2","344.60088000000002","84.35861942811421","NA",3.92132080078,23.78528125,27.70660205078,130,"R","NA","NA","NA",16.54,624,0.515702479338843,586,0.484297520661157,1210,0.0262748171366109,0.0246747481443173,0.0509495652809282,NA
"39","SI37","Onshore Wind","East Kootenay",49.33874819,-115.9994731,33,"NA","8.4","97.314840000000018","97.013018779307032","NA",1.2656854248,15.8698486328125,17.1355340576125,69,"R","NA","NA","NA",4.45,758,0.626446280991735,452,0.373553719008264,1210,0.0319171656883831,0.0190323995925451,0.0509495652809282,NA
"40","Zymoetz_River-8hr","Small Storage Hydro","North Coast",54.5,-128.35,51.2,"40","8","208.4","81.381647398843924","NA",0,16.4823376490855,16.4823376490855,69,"NA","NA","NA","NA",16.48,352,0.279586973788721,907,0.720413026211279,1259,0.0148284442241374,0.038208519634354,0.0530369638584913,NA
"41","Solar70164","Solar","Kelly Nicola",50.13913575,-120.5290776,80.7507692308,"NA","NA","143.20395404186112","99.189509910556936","NA",1.4,11.8,13.2,130,"NA","NA","1087.83","435.13200000000001",1087.83,794,0.608895705521472,510,0.391104294478528,1304,0.0334612317994052,0.0214927307527666,0.0549539625521718,NA
"42","Solar70988","Solar","Kelly Nicola",50.1042149,-120.4252154,87.9286153846,"NA","NA","157.00427919694422","97.074474887304504","NA",2.4,9.4,11.8,130,"NA","NA","877.2299999999999","350.892",877.23,798,0.605003790750569,521,0.394996209249431,1319,0.0336339528196756,0.0219590092970563,0.0555929621167319,NA
"43","Silverhope_Creek-8hr","Small Storage Hydro","Lower Mainland",49.29,-121.4,51.1,"40","19","251.3","80.156438495857245","NA",0,13.0580735803751,13.0580735803751,230,"NA","NA","NA","NA",13.06,611,0.4529280948851,738,0.5470719051149,1349,0.0257584561313682,0.031112505114484,0.0568709612458522,NA
"44","PC40","Onshore Wind","Peace River",55.22983297,-121.17872,117,"NA","28.799999999999997","417.64176000000003","74.026330439887317","NA",1.2,10.5,11.7,230,"R","NA","NA","NA",15.27,836,0.604920405209841,546,0.395079594790159,1382,0.0352528014476638,0.0230239588402206,0.0582767602878845,NA
"45","PC42","Onshore Wind","Peace River",55.35113309,-121.0861437,63,"NA","15.6","275.98818","65.30162752178073","NA",1.8,23.4,25.2,230,"R","NA","NA","NA",8.27,827,0.597111913357401,558,0.402888086642599,1385,0.0348740586902951,0.0235305015105014,0.0584045602007965,NA
"46","PC41","Onshore Wind","Peace River",55.16243852,-121.5944693,45,"NA","10.799999999999999","196.35101999999998","62.521940881479459","NA",3.17989941406,30.518376953125,33.698276367185,69,"R","NA","NA","NA",5.73,743,0.517409470752089,693,0.482590529247911,1436,0.0313431956331362,0.0292339630871647,0.060577158720301,NA
"47","Solar78421","Solar","Vancouver Island",48.54441263,-123.4181551,114.446769231,"NA","NA","197.7440004716037","96.517860072475429","NA",0,6.7,6.7,130,"NA","NA","221.93999999999997","88.775999999999996",221.94,850,0.591098748261474,588,0.408901251738526,1438,0.03585744427184,0.0248049143904023,0.0606623586622423,NA
"48","MSW 3","Municipal Solid Waste","Selkirk",49.944439,-119.422766,13.5,"14","NA","118","226.48","NA",0,19.5765,19.5765,25,"NA","NA","NA","NA",4,1210,0.8408617095205,229,0.1591382904795,1439,0.0510444752926947,0.00966048334051826,0.060704958633213,NA
"49","Solar69284","Solar","Kelly Nicola",50.27160351,-120.3255542,109.063384615,"NA","NA","193.898406513547","94.756406942562222","NA",0.6,12.1,12.7,130,"NA","NA","220.32","88.128",220.32,911,0.62914364640884,537,0.37085635359116,1448,0.038433352539258,0.0226550058326911,0.0610883583719491,NA
"50","Lakelse Lake","Geothermal","North Coast",54.322493,-128.539906,19.6,"17","NA","130","163.18","NA",1.1453743238,18.3933047631,19.5386790869,25,"NA","NA","NA","NA",5.2,594,0.402166553825322,883,0.597833446174678,1477,0.0250645307873247,0.0372592267427739,0.0623237575300987,NA
"51","Freda_Creek-8hr","Small Storage Hydro","Lower Mainland",49.95,-124.23,40.1,"40","16","172.2","79.419958709065014","NA",0,21.2308657865139,21.2308657865139,130,"NA","NA","NA","NA",21.23,557,0.371581054036024,942,0.628418945963976,1499,0.0235065730410538,0.0397543838503997,0.0632609568914535,NA
"52","VI08","Onshore Wind","Vancouver Island",50.65578694,-127.7576508,39,"NA","9.6","119.73168000000001","108.76961582803685","NA",1.22426403809,21.08528125,22.30954528809,69,"P","8","NA","NA",5.08938009881546,558,0.372248165443629,941,0.627751834556371,1499,0.0235487751470521,0.0397121817444014,0.0632609568914535,NA
"53","SI05","Onshore Wind","Kelly Nicola",50.5978853,-120.6758106,144,"NA","34.799999999999997","388.55417999999997","81.42411060961723","NA",0.3,21,21.3,130,"Both","29","NA","NA",18.4490028582061,807.7229,0.531493537407379,712,0.468506462592621,1519.7229,0.0340919895626449,0.0300517622672369,0.0641437518298817,NA
"54","Solar37707","Solar","Central Interior",53.79639587,-122.698719,208.157538462,"NA","NA","322.65399598024555","104.7992600895695","NA",0.3,9.2,9.5,230,"NA","NA","1990.98","796.39200000000005",1990.98,908,0.58732212160414,638,0.41267787839586,1546,0.0383304949667428,0.0269326605603325,0.0652631555270753,NA
"55","Solar35274","Solar","Central Interior",54.14449318,-122.7890088,215.933538462,"NA","NA","341.24863688479297","102.9148728582885","NA",0.6,11.3,11.9,230,"NA","NA","720.9","288.36",720.9,756,0.48,819,0.52,1575,0.0319193062489079,0.0345792484363169,0.0664985546852249,NA
"56","PC48","Onshore Wind","Peace River",54.96004125,-120.5968911,150,"NA","36","569.35620000000006","62.193665264181391","NA",0.2,43.3,43.5,230,"R","NA","NA","NA",19.09,1176,0.744775174160861,403,0.255224825839139,1579,0.0496533822503297,0.0170155723187779,0.0666689545691076,NA
"57","Solar36894","Solar","Central Interior",53.90566756,-122.6617853,382.619076923,"NA","NA","593.97001973886643","100.52005295582235","NA",0.3,7.9,8.2,230,"NA","NA","357.21","142.88399999999999",357.21,875,0.540457072266831,744,0.459542927733169,1619,0.0369526462210888,0.0314203071868458,0.0683729534079346,NA
"58","Solar70993","Solar","Kelly Nicola",50.0692313,-120.3214856,177.452307692,"NA","NA","316.16702664000769","93.790560276161614","NA",1.6,14.5,16.1,230,"NA","NA","2385.4500000000003","954.18000000000018",2385.45,1063,0.623826291079812,641,0.376173708920188,1704,0.0449117193953579,0.0270822315450841,0.0719939509404421,NA
"59","SI11","Onshore Wind","Revelstoke",50.61401372,-119.4703877,138,"NA","33.6","366.44832000000002","83.191183022405298","NA",0.2,18.9,19.1,130,"P","28","NA","NA",17.8128303458541,739,0.422332098416752,1010.8078,0.577667901583248,1749.8078,0.0312294998554739,0.0427158620351987,0.0739453618906726,NA
"60","Siwash_Creek-8hr","Small Storage Hydro","Lower Mainland",49.58,-121.35,41.5,"40","4","61.7","145.349752283105","NA",0.7242640687127,14.9610173055253,15.685281374238,69,"NA","NA","NA","NA",14.96,904,0.502222222222222,896,0.497777777777778,1800,0.038210848628266,0.037872699525361,0.0760835481536269,NA
"61","PC34","Onshore Wind","Peace River",55.5484546,-120.7554162,351,"NA","84","952.91280000000006","77.43051985602311","NA",1.4,54.8,56.2,230,"R","NA","NA","NA",44.53,1079,0.592206366630077,743,0.407793633369923,1822,0.0456121770409799,0.0314085704740019,0.0770207475149818,NA
"62","Solar37705","Solar","Central Interior",53.84412033,-122.72405,323.601230769,"NA","NA","502.62833385978621","101.2851055941847","NA",0,7.9,7.9,230,"NA","NA","430.11","172.04400000000001",430.11,1051,0.565662002152853,807,0.434337997847147,1858,0.0444352089019873,0.0341191375679389,0.0785543464699261,NA
"63","More_Creek-8hr","Small Storage Hydro","North Coast",57.03,-130.38,76.6,"40","3","152","154.71","NA",3.62132034355755,13.1095,16.7308203435575,230,"NA","NA","NA","NA",660.1,832,0.443733333333333,1043,0.556266666666667,1875,0.0351785334679401,0.0441000125084875,0.0792785459764276,NA
"64","Solar38465","Solar","Central Interior",53.7624474,-122.5860143,267.773538462,"NA","NA","417.37455832924564","102.45902931533188","NA",0.3,10.3,10.6,230,"NA","NA","378.27000000000004","151.30800000000002",378.27,1099,0.58364312267658,784,0.41635687732342,1883,0.0464692835756071,0.0331500621685859,0.079619345744193,NA
"65","SI08","Onshore Wind","Kelly Nicola",50.36055306,-120.5755816,117,"NA","28.799999999999997","291.07727999999997","92.450222284973009","NA",2.30710693359,18.539697265625,20.846804199215,130,"P","24","NA","NA",15.2681402964464,1030,0.541503851879875,872.1102,0.458496148120125,1902.1102,0.0435550174226078,0.0368784222868291,0.0804334397094369,NA
"66","SI38","Onshore Wind","East Kootenay",49.34258994,-115.7361433,102,"NA","25.2","263.98259999999999","96.934119051467661","NA",0.765685424805,22.67939453125,23.445079956055,230,"Both","21","NA","NA",13.3596227593906,1422.81525,0.739340281599057,501.62372,0.260659718400943,1924.43897,0.0601709461031648,0.0212136985600829,0.0813846446632477,NA
"67","Solar37706","Solar","Central Interior",53.85792135,-122.6364816,587.187692308,"NA","NA","908.36290450179092","103.28156857498674","NA",0.3,0,0.3,500,"NA","NA","447.93","179.17200000000003",447.93,1305,0.663784333672431,661,0.336215666327569,1966,0.0551970814098986,0.0279580619248605,0.0831551433347591,NA
"68","Solar36073","Solar","Central Interior",54.07654096,-122.5621047,250.626461538,"NA","NA","389.13790936218737","103.23340136967143","NA",0.8,9.6,10.4,230,"NA","NA","384.75","153.9",384.75,995,0.501512096774194,989,0.498487903225806,1984,0.0420878695051261,0.0418340733071052,0.0839219428122313,NA
"69","Solar70989","Solar","Kelly Nicola",50.04424448,-120.485651,122.023384615,"NA","NA","217.64253245828661","95.003592068529755","NA",2.6,18,20.6,130,"NA","NA","1018.17","407.26800000000003",1018.17,1205,0.605223505775992,786,0.394776494224008,1991,0.0509720099667887,0.0332481326422373,0.084220142609026,NA
"70","Solar36070","Solar","Central Interior",53.98733072,-122.8003246,153.725538462,"NA","NA","246.20021132315097","103.56327708214516","NA",0,22.5,22.5,130,"NA","NA","495.72","198.28800000000001",495.72,1065,0.522571148184495,973,0.477428851815505,2038,0.0450573078633709,0.0411650333812769,0.0862223412446478,NA
"71","Solar37708","Solar","Central Interior",53.81018131,-122.6112247,490.087384615,"NA","NA","754.37483183767301","100.03668615824678","NA",0.3,4.2,4.5,230,"NA","NA","1504.98","601.99200000000008",1504.98,1273,0.599340866290019,851,0.400659133709981,2124,0.0538723163965933,0.0360136223515325,0.0898859387481259,NA
"72","SI09","Onshore Wind","Kelly Nicola",50.33734954,-120.2431879,96,"NA","22.8","233.51532","95.607254920173048","NA",0.665685424805,22.027921875,22.693607299805,130,"P","19","NA","NA",12.0872777346867,1280.4239,0.560349678280432,1004.62051,0.439650321719568,2285.04441,0.054211828649765,0.0425345972893505,0.0967464259391155,NA
"73","SI06","Onshore Wind","Kelly Nicola",50.43852532,-121.0431569,129,"NA","31.2","320.00280000000004","89.222821877244428","NA",1.68994970703,17.96984765625,19.65979736328,130,"P","26","NA","NA",16.5404853211503,1169.5007,0.50947520948262,1126,0.49052479051738,2295.5007,0.0495168450623057,0.0476750185272708,0.0971918635895765,NA
"74","Solar72543","Solar","Selkirk",50.00138607,-119.4152191,126.011076923,"NA","NA","213.88440531431118","104.06496196270399","NA",0.3,25.9,26.2,130,"NA","NA","333.72","133.48800000000003",333.72,1900,0.819318671841311,419,0.180681328158689,2319,0.0804513035213776,0.0177416295660301,0.0981929330874077,NA
"75","PC43","Onshore Wind","Peace River",54.70227412,-120.40647,39,"NA","9.6","151.23263999999998","107.36558583383237","NA",2.1384777832,69.2366640625,71.3751418457,230,"R","NA","NA","NA",60.72321,1490,0.642241379310345,830,0.357758620689655,2320,0.0630909242486999,0.0351446088096785,0.0982355330583784,NA
"76","Bookhout 2","Pumped Storage","Vancouver Island",49.3267251047,-125.058627449,1000,"NA","495","NA","NA","181.76816646464647",4.14558496094,78.547015625,82.69260058594,230,"NA","NA","NA","NA",46.3,1052,0.44861407249467,1293,0.55138592750533,2345,0.0445476162106366,0.0547529161220087,0.0993005323326452,NA
"77","Solar65978","Solar","Kelly Nicola",50.56268788,-121.079558,52.2387692308,"NA","NA","95.228300170561525","101.3336327046222","NA",0.3,23.3,23.6,69,"NA","NA","1240.1099999999999","496.04399999999998",1240.11,1305,0.554140127388535,1050,0.445859872611465,2355,0.0552624731699658,0.0444640588723862,0.099726532042352,NA
"78","VI15","Onshore Wind","Vancouver Island",50.56331295,-127.9310094,39,"NA","9.6","131.15472","103.77850274255869","NA",0.441421356201,37.78599609375,38.227417449951,69,"R","NA","NA","NA",5.08,1086,0.459390862944162,1278,0.540609137055838,2364,0.0459895879501953,0.0541203438308928,0.100109931781088,NA
"79","Solar70986","Solar","Kelly Nicola",50.03169002,-120.5676775,81.7476923077,"NA","NA","146.55825003643776","101.60956461488067","NA",3.7,22.1,25.8,130,"NA","NA","1180.98","472.39200000000005",1180.98,1400,0.587248322147651,984,0.412751677852349,2384,0.0592897246982811,0.0416722065022205,0.100961931200502,NA
"80","PC15","Onshore Wind","Peace River",54.7388472,-120.7330381,108,"NA","26.4","476.30748000000006","62.376135598209594","NA",13.4,55.7,69.1,230,"R","NA","NA","NA",14,1352,0.565453785027185,1039,0.434546214972815,2391,0.0572579243447698,0.0440022066525265,0.101260130997296,NA
"81","Solar36893","Solar","Central Interior",53.89185093,-122.7494279,370.456615385,"NA","NA","580.13911071541554","100.256598345669","NA",0,12.1,12.1,230,"NA","NA","329.67","131.86800000000002",329.67,1238,0.510936855138258,1185,0.489063144861742,2423,0.0524340415289423,0.0501892885394157,0.102623330068358,NA
"82","SI12","Onshore Wind","Revelstoke",50.34267908,-119.6568605,186,"NA","44.4","583.90218000000004","73.214955174331507","NA",0.1,51.7,51.8,230,"P","37","NA","NA",23.5383829570215,1825.8431,0.745347768904048,623.8095,0.254652231095952,2449.6526,0.0773363379505515,0.0264223921040995,0.103758730054651,NA
"83","Solar36074","Solar","Central Interior",54.01498333,-122.6246949,290.702769231,"NA","NA","454.63551613398141","102.89142068129254","NA",0.4,15,15.4,230,"NA","NA","464.94","185.976",464.94,1249,0.495634920634921,1271,0.504365079365079,2520,0.0529117672771386,0.0538437599753749,0.106755527252514,NA
"84","PC20","Onshore Wind","Peace River",54.78342488,-120.28676,156,"NA","38.4","681.59807999999998","53.877756587889799","NA",7.3,72.2,79.5,230,"R","NA","NA","NA",20.36,1744,0.689055709205847,787,0.310944290794153,2531,0.0738833968279277,0.0333407301052632,0.107224126933191,NA
"85","NC10","Onshore Wind","Central Interior",53.60346636,-122.3907388,96,"NA","22.8","300.25776000000002","81.417215013863583","NA",2.6384777832,33.16173046875,35.80020825195,230,"R","NA","NA","NA",12.09,1224,0.476635514018692,1344,0.523364485981308,2568,0.0518580992412561,0.0569422266178498,0.108800325859106,NA
"86","Solar37703","Solar","Central Interior",53.76869537,-122.8735674,305.257846154,"NA","NA","485.659340765303","101.00995459166877","NA",0.6,21.1,21.7,230,"NA","NA","328.05","131.22",328.05,1460,0.557039297977871,1161,0.442960702022129,2621,0.0618637396062593,0.0491943847142925,0.111058124320552,NA
